Formosa,Estatal,Rural,FORMOSA,34014,ISLA 25 DE MAYO,34014059,3401005,340100503,ESCUELA SECUNDARIA RURAL - ISLA 25 DE MAYO, ISLA 25 DE MAYO,P3600,00,0,alfredogenio@hotmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,COLONIA SAN ISIDRO,34035086,3401007,340100700,ESCUELA SECUNDARIA RURAL - SAN ISIDRO,RUTA PROVINCIAL Nº 20 COLONIA SAN ISIDRO,3621,00,0,evanoemica@hotmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,LAISHI,34021,COLONIA SAN ISIDRO,34021027,3401008,340100800,ESCUELA SECUNDARIA RURAL - SAN ISIDRO,RUTA PROVINCIAL Nº 9 - KM 72 COLONIA SAN ISIDRO - RUTA PROV.N°9,P3526,00,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,COLONIA JAVIER MUÑIZ,34035074,3401009,340100900,ESCUELA SECUNDARIA RURAL - EIB - JAVIER MUÑIZ , COLONIA FRANCISCO JAVIER MUÑIZ,P3630,3718,449048,pabloroma1@gmail.com,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,TENIENTE BROWN,34035586,3401009,340100901,ESCUELA SECUNDARIA RURAL - TENIENTE BROWN, TENIENTE BROWN,P3630,00,0,laescueladelfuturo2014@outlook.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,LA PANTALLA,34035630,3401010,340101000,ESCUELA SECUNDARIA RURAL - EIB - LA PANTALLA, LA PANTALLA LA PANTALLA,P3630,00,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,LOTE 27,34035405,3401010,340101001,ESCUELA SECUNDARIA RURAL - EIB - LOTE 27, LOTE 27 LOTE 27 - LAS LOMITAS,P3630,3704,358306,marilinbenite16@gmail.com,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PATIÑO,34035,LOTE 47,34035637,3401010,340101002,ESCUELA SECUNDARIA RURAL - EIB - LOTE 47, LOTE 47 LOTE 47 - LAS LOMITAS,P3630,00,0,mcye.epes50@formosa.gob.ar,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,LAQTASATANYIE (KM14),34035626,3401011,340101100,ESCUELA SECUNDARIA RURAL - EIB - LAQTASATANYIE - KM 14,RUTA Nº 28 NORTE KM 14 LAQTASATANYIE (KM.14),P3630,00,0,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,COLONIA ABORIGEN LA BOMBA,34035634,3401011,340101101,ESCUELA SECUNDARIA RURAL - EIB - LA BOMBA, COMUNIDAD ABORIGEN LA BOMBA-LAS LOMITAS,P3630,00,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,CAMPO TRES POZOS,34035632,3401012,340101200,ESCUELA SECUNDARIA RURAL - EIB - TRES POZOS, CAMPO TRES POZOS,P3632,3704,236643,olina_sarote@hotmail.com,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,CACIQUE COQUERO,34035035,3401013,340101300,ESCUELA SECUNDARIA RURAL - EIB - CACIQUE COQUERO, CACIQUE COQUERO,P3628,00,0,mariluabdala334@gmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,VILLA GENERAL URQUIZA,34035607,3401013,340101301,ESCUELA SECUNDARIA RURAL - EIB - VILLA GRAL URQUIZA, VILLA GENERAL URQUIZA,P3628,00,0,mariluabdala334@gmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,COLONIA EL ENSANCHE,34035066,3401014,340101400,ESCUELA SECUNDARIA RURAL - EIB - ENSANCHE, COLONIA EL ENSANCHE,P3624,370,4563666,cbosr@hotmail.com,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,LAGO VERDE,34035348,3401015,340101500,ESCUELA SECUNDARIA RURAL - LAGO VERDE,RUTA NACIONAL Nº 81 LAGO VERDE,P3626,00,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,COLONIA JUANITA,34035075,3401015,340101501,ESCUELA SECUNDARIA RURAL - JUANITA, COLONIA JUANITA,P3624,00,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,COLONIA EL CATORCE,34035621,3401015,340101502,ESCUELA SECUNDARIA RURAL - EL CATORCE, COLONIA EL CATORCE,P3624,00,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,COLONIA LA PREFERIDA,34035076,3401015,340101503,ESCUELA SECUNDARIA RURAL - LA PREFERIDA, COLONIA LA PREFERIDA,P3626,00,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,CAMPO ALEGRE,34035037,3401016,340101600,ESCUELA SECUNDARIA RURAL - CAMPO ALEGRE, PARAJE CAMPO ALEGRE,P3626,370,4565001,ppapo116@live.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PILAGAS,34042,LAGUNA TORO,34042098,3401017,340101700,ESCUELA SECUNDARIA RURAL - LAGUNA TORO,Ruta Provincial N 3 LAGUNA TORO - TRES LAGUNAS,P3611,3718,521740,raquel_20@hotmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PILAGAS,34042,COLONIA NUEVA,34042017,3401017,340101701,ESCUELA SECUNDARIA RURAL - NUEVA, COLONIA NUEVA - TRES LAGUNAS,P3611,3718,521740más,raquel20@hotmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PILAGAS,34042,VILLA RURAL,34042092,3401018,340101800,ESCUELA SECUNDARIA RURAL - VILLA RURAL,RUTA NACIONAL N 86 VILLA RURAL - BUENA VISTA,P3615,3718,546989,cristaldoeliasjoel@gmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PILAGAS,34042,ISLA AZUL,34042038,3401018,340101801,ESCUELA SECUNDARIA RURAL - ISLA AZUL,RUTA NACIONAL Nº 86 ISLA AZUL - EL ESPINILLO,P3615,3718,546989,cristaldoeliasjoel@gmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PILAGAS,34042,VILLA REAL,34042091,3401020,340102000,ESCUELA SECUNDARIA RURAL - VILLA REAL,RUTA PROVINCIAL Nº 3 VILLA REAL,P3615,3704,679472,maria-benitez-07@hotmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PILAGAS,34042,LORO CUE,34042052,3401020,340102001,ESCUELA SECUNDARIA RURAL - LORO CUÉ, LORO CUÉ - EL ESPINILLO,P3615,3704,679472,maria-benitez-07@hotmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PILCOMAYO,34049,PASO ANGELITO,34049128,3401021,340102100,ESCUELA SECUNDARIA RURAL - EIB - PASO ANGELITO,RUTA NACIONAL Nº 4 PASO ANGELITA PASO ANGELITO,P3611,3718,15577099,NO POSEE,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PILCOMAYO,34049,COLONIA LA PRIMAVERA,34049018,3401023,340102300,ESCUELA SECUNDARIA RURAL - LA PRIMAVERA, EL PALOMAR COLONIA LA PRIMAVERA,P3611,0,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PILCOMAYO,34049,ISLA PUEN,34049065,3401023,340102301,ESCUELA SECUNDARIA RURAL - ISLA PUÉN,RUTA PROVINCIAL Nº 4 ISLA PUEN,P3611,0,0,lilianapatricia2011@hotmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PILCOMAYO,34049,EL PARAISO,34049034,3401024,340102400,ESCUELA SECUNDARIA RURAL - EL PARAISO,RUTA PROVINCIAL Nº 4 EL PARAISO,P3611,0,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PILCOMAYO,34049,PRESIDENTE AVELLANEDA,34049094,3401024,340102401,ESCUELA SECUNDARIA RURAL - PRESIDENTE AVELLANEDA,RUTA PROVINCIAL Nº 4 PRESIDENTE AVELLANEDA (KM.30),P3611,0,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,EL PIQUETE,34056102,3401026,340102601,ESCUELA SECUNDARIA RURAL - EL PIQUETE,RUTA PROVINCIAL Nº 3 ,P3606,0,0,sandra_perez8011@hotmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,PILAGAS III,34056230,3401026,340102602,ESCUELA SECUNDARIA RURAL - PILAGAS III, PILAGÁ III,P3606,0,0,sandra_perez8011@hotmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PILCOMAYO,34049,COLONIA SAN JUAN,34049020,3401028,340102800,ESCUELA SECUNDARIA RURAL - SAN JUAN,RUTA PROVINCIAL Nº 4 COLONIA SAN JUAN,P3611,0,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PILCOMAYO,34049,EL PARAISO,34049034,3401028,340102801,ESCUELA SECUNDARIA RURAL - ANEXO EL PARAISO,RUTA PROVINCIAL Nº 4 ,P3611,0,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PILCOMAYO,34049,JOSE MARIA PAZ,34049126,3401029,340102900,ESCUELA SECUNDARIA RURAL - JOSE M. PAZ, JOSE MARIA PAZ,P3611,0,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PILCOMAYO,34049,COLONIA LOS SANTAFESINOS,34049019,3401030,340103000,ESCUELA SECUNDARIA RURAL - LOS SANTAFESINOS, LUCERO CUE,P3611,3718,531238,estelafig__11@Hotmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PILCOMAYO,34049,LUCERO CUE,34049081,3401030,340103001,ESCUELA SECUNDARIA RURAL - LUCERO CUÉ,RUTA NACIONAL Nº 86 LUCERO CUE,P3611,0,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,COLONIA SANTA CRUZ,34056070,3401031,340103100,ESCUELA SECUNDARIA RURAL - SANTA CRUZ,RUTA PROVINCIAL Nº 14 COLONIA SANTA CRUZ - PIRANÉ,P3606,370,4356739,cabreraeduardovictor@gmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,PARATODOS,34056228,3401031,340103101,ESCUELA SECUNDARIA RURAL - PARA TODO,RUTA PROVINCIAL Nº 14 COLONIA PARATODO,P3606,370,4356739,cabreraeduardovictor@gmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,LOMA ALBERDI,34056309,3401031,340103102,ESCUELA SECUNDARIA RURAL - LOMA ALBERDI,RUTA PROVINCIAL Nº 14 LOMA ALBERDI,P3606,370,4356739,cabreraeduardovictor@gmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,COLONIA EL COMIENZO,34056049,3401032,340103200,ESCUELA SECUNDARIA RURAL - EL COMIENZO, COLONIA EL COMIENZO - PIRANÉ,P3608,0,0,cbosr315@gmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,POTRERO ÑANDU,34056236,3401033,340103300,ESCUELA SECUNDARIA RURAL - POTRERO ÑANDÚ, POTRERO ÑANDÚ,P3606,3704,516257,cabascarlos73@gmail.com.ar,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,EL BOSQUECILLO,34056089,3401033,340103301,ESCUELA SECUNDARIA RURAL - EL BOSQUECILLO,RUTA PROVINCIAL Nº 21 EL BOSQUECILLO,P3606,0,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,LOTE 11,34056189,3401033,340103302,ESCUELA SECUNDARIA RURAL - LOTE 11, LOTE 11,P3606,0,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,EL COATI,34056090,3401034,340103400,ESCUELA SECUNDARIA RURAL - EL COATÍ, EL COATI,P3606,0,0,jorgegustavo_74@hotmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,EL CORRALITO,34056092,3401036,340103600,ESCUELA SECUNDARIA RURAL - EL CORRALITO,RUTA NACIONAL Nº 81 KM 1281 PARAJE EL CORRALITO,P3606,3704,15815581,gabycha64@hotmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,9 DE JULIO,34056003,3401036,340103601,ESCUELA SECUNDARIA RURAL - 9 DE JULIO, ESTANCIA EL ALGARROBO COLONIA 9 DE JULIO,P3604,3704,15815581,gabych64@hotmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,CASCO CUE,34056038,3401037,340103700,ESCUELA SECUNDARIA RURAL - CASCO CUÉ, CASCO CUE,P3606,0370,4850300,ciclobasicosecundariorural97@yahoo.com.ar,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,EL GUAJO,34056095,3401037,340103701,ESCUELA SECUNDARIA RURAL - EL GUAJÓ, EL GUAJO,P3606,0,0,ciclobasicosecundariorural192@yahoo.com.ar,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,FORMOSA,34014,GRAN GUARDIA,34014055,3401037,340103702,ESCUELA SECUNDARIA RURAL - ACCESO GRAN GUARDIA, RUTA 81 ACCESO A GRAN GUARDIA,P3606,0370,461993,ciclobasicosecundriorural231@yahoo.com.ar,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,LA LOMITA,34056306,3401037,340103703,ESCUELA SECUNDARIA RURAL - LA LOMITA, COLONIA LA LOMITA,P3606,0370,461993,ciclobasicosecundariorural275@yahoo.com.ar,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,BARRIO EL FAVORITO,34063090,3401038,340103800,EPES N° 102 (ex 471-CBSR),RUTA Nº 39 BARRIO EL FAVORITO,P3636,370,4367037,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,BERMEJO,34007,LA ZANJA,34007252,3401039,340103900,ESCUELA SECUNDARIA RURAL - LA ZANJA , LA ZANJA - A 4 KM APROX DEL BAÑADO LA ESTRELLA,P3630,3716,493026,victoriazabala.158@gmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,BERMEJO,34007,LA LIBERTAD,34007123,3401039,340103901,ESCUELA SECUNDARIA RURAL - LA LIBERTAD,RUTA NACIONAL Nº 86 RUTA NACIONAL Nº 86,3630,3704,1455555,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,BERMEJO,34007,ALTO ALEGRE,34007251,3401040,340104000,ESCUELA SECUNDARIA RURAL - ALTO ALEGRE, ALTO ALEGRE,P3620,3704,829542,ciclobasicoestela459@hotmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,SAN MARTIN I,34035546,3401041,340104100,ESCUELA SECUNDARIA RURAL - SAN MARTÍN I, SAN MARTIN 1,P3621,0,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,EL CEIBAL,34035132,3401041,340104101,ESCUELA SECUNDARIA RURAL - EL CEIBAL,RUTA NACIONAL Nº 86 COLONIA EL CEIBAL,P3621,0,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,COLONIA SAN JOSE,34035087,3401042,340104200,ESCUELA SECUNDARIA RURAL - SAN JOSÉ,RUTA Nº 86 COLONIA SAN JOSE,P3621,0,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,COLONIA SAN ISIDRO,34035086,3401042,340104201,ESCUELA SECUNDARIA RURAL - SAN ISIDRO,RUTA Nº 86 COLONIA SAN ISIDRO,P3621,0,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,EL TIMBO,34035186,3401043,340104300,ESCUELA SECUNDARIA RURAL - EL TIMBÓ, COLONIA EL TIMBO,P3621,370,4583777,lucreciawirth@gmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,SOLDADO EDMUNDO SOSA,34056302,3401052,340105202,ESCUELA SECUNDARIA RURAL - KM 128 N.R.B.,RUTA PROV. Nº 9 EX KM.128 NRB,P3601,00,0,cicsectur177@gmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,LA ESTRELLA,34035305,3401054,340105400,ESCUELA SECUNDARIA RURAL - LA ESTRELLA,RUTA NACIONAL Nº 86 COLONIA LA ESTRELLA,P3621,0,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PATIÑO,34035,COLONIA OSVALDO QUIROGA,34035515,3401055,340105500,EPES EIB Nº 8 (EX CBSR EPEP Nº430), COLONIA ABORIGEN OSVALDO QUIROGA SAN MARTÍN 2,P3621,370,4678768,angelamartin_odn@yahoo.com.ar,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,CHICO DOWAGAN,34035052,3401056,340105600,ESCUELA SECUNDARIA RURAL - EIB - CHICO DOWAGAN, ,P3621,3704,598342,sebas-luisp@hotmail.com.ar,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,COLONIA LOMA SENES,34056063,3401058,340105800,JIN Nº 40 - EPEP Nº 304, COLONIA LOMA SENES,P3606,3704,399193,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,LOMA SENES,34056301,3401058,340105801,JIN Nº 40 - EPEP Nº 84, LOMA SENES,P3606,3704,399193,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PIRANE,34056,PIRANE,34056231,3401058,340105802,JIN Nº 40 - EPEP Nº 181,MALVINAS ARGENTINAS 650 SAN ANTONIO ,P3606,3704,399193,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PIRANE,34056,PIRANE,34056231,3401058,340105803,JIN Nº 40 - EPEP Nº 219,LIBERTAD SAN JOSÉ OBRERO ,P3606,3704,399193,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PIRANE,34056,PIRANE,34056231,3401058,340105804,JIN Nº 40 - EPEP Nº 344,EVA PERON CAACUPEI ,P3606,3704,399193,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PIRANE,34056,PIRANE,34056231,3401058,340105805,JIN Nº 40 - EPEP Nº 428,EVA PERON 9 DE JULIO ,P3606,3704,399193,jjin40martinez@gmail.com,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,LAISHI,34021,COLONIA EL DORADO,34021020,3401059,340105900,JIN Nº 23 RAYITOS DORADOS - EPEP Nº 465,CAMINO VECINAL PARAJE EL DORADO,P3605,0,0,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,LAISHI,34021,RIACHO LINDO,34021095,3401059,340105901,JIN Nº 23 - EPEP Nº 68,RUTA PROVINCIAL Nº 5 COLONIA YATAY,3605,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,FORMOSA,34014,COLONIA ITUZAINGO,34014018,3401059,340105902,JIN Nº 23 - EPEP Nº 94,RUTA PROVINCIAL Nº 5 COLONIA ITUZAINGO,P3605,1,1,JIN23laishi@hotmail.com.,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,LAISHI,34021,ESTERITO,34021051,3401059,340105903,JIN Nº 23 - EPEP Nº 121,CAMINO VECINAL COLONIA EL ESTERITO,3605,00,0,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,LAISHI,34021,SAN FRANCISCO DE LAISHI,34021097,3401059,340105904,JIN Nº 23 - EPEP Nº 210,FREITAS ,3605,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,LAISHI,34021,COLONIA LAGUNA GOBERNADOR,34021022,3401059,340105905,JIN Nº 23 - EPEP Nº 403, COLONIA LAGUNA GOBERNADOR,3605,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,LAISHI,34021,COLONIA SAN ANTONIO,34021026,3401059,340105906,JIN Nº 23 - EPEP Nº 439, COLONIA SAN ANTONIO,3605,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,LAISHI,34021,COLONIA EL NARANJITO,34021021,3401059,340105907,JIN Nº 23 - EPEP Nº 456, COLONIA EL NARANJITO,3605,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,FORMOSA,34014,COLONIA PRESIDENTE YRIGOYEN,34014022,3401059,340105908,JIN Nº 23 - EPEP Nº 10,EX RUTA PROVINCIAL Nº 1 PRESIDENTE YRIGOYEN,3605,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,LAISHI,34021,HERRADURA,34021062,3401060,340106000,JIN Nº 41 - EPEP Nº 33,DORA CONTE DON BOSCO ,3601,000,0,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,LAISHI,34021,EL ANGELITO,34021036,3401060,340106001,JIN Nº 41 - EPEP Nº 77, COLONIA EL ANGELITO,P3601,00,0,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,LAISHI,34021,TATANE,34021104,3401060,340106002,JIN Nº 41 - EPEP Nº 182, TATANE,P3601,0,0,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,LAISHI,34021,POSTA DEL SALADO,34021090,3401060,340106003,JIN Nº 41 - EPEP Nº 32,CAMINO VECINAL POSTA DEL SALADO,3601,00,0,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,LAISHI,34021,LA PLAYA,34021076,3401060,340106004,JIN Nº 41 - EPEP Nº 460,CALLE SIN NOMBRE PARAJE LA PLAYA,3601,0,0,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Formosa,Privado,Urbano,PATIÑO,34035,POZO DEL TIGRE,34035498,3401061,340106100,ESC.DE EDUC.PRIMARIA HNA.CLOTA CHARPENTIER, ALBERDI AYACUCHO Y VENEZUELA,P3628,3716,422093,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,VILLA GENERAL MANUEL BELGRANO,34035606,3401062,340106200,CESEP Nº 18 - ESCUELA ESPECIAL Nº 15,Calle N° 10 CENTRO Escuela Provincial de Educación Especial No 15,P3615,3704,710770,hugo_retamoso@hotmail.com,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,VILLA GENERAL MANUEL BELGRANO,34035606,3401062,340106201,CESEP Nº 18 ANEXO 1,GUEMES Y YAPEYU S/N 17 DE OCTUBRE EPEP Nº406,P3615,3704,710770,hugo_retamoso@hotmail.com,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,3401063,340106300,CESEP Nº 14 - Bº NAMQOM,LUCIO RODRIGUEZ S/N NAMQOM EPES Nº1 EIB,P3600,3704,210845,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,3401063,340106301,CESEP Nº 14 - EPEP Nº 491,CORONEL BOGADO ENTRE CUARTO Y QUINTO 12 DE OCTUBRE ,3600,3704,210845,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Formosa,Estatal,Urbano,PIRANE,34056,PIRANE,34056231,3401064,340106400,CESEP Nº 19 - EPES Nº 2,AV.PRINGLES Y SARMIENTO S/N CENTRO EPES N° 2 - PIRANE,P3606,3704,503165,pelozof@yahoo.com.ar,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,MURUA,34056215,3401064,340106401,CESEP Nº 19 - EPES Nº 89, RUTA 3,P3606,3704,503165,pelozof@yahoo.com.ar,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,PIRANE,34056231,3401064,340106402,CESEP Nº 19 - NEP Y FP Nº 10, NEP Y FP Nº 10 - Bº STA.TERESITA,P3606,3704,503165,pelozof@yahoo.com.ar,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,PALO SANTO,34056226,3401064,340106403,CESEP Nº 19 - EPEP Nº 35,AV. 2 de Abril EPEP N° 35,P3606,3704,503165,pelozof@yahoo.com.ar,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,LOMA DEL QUEBRANTO,34056186,3401064,340106404,CESEP Nº 19 - EPEP Nº 344,CAACUPÉ Y JUAN JOSE VALLE CAACUPÉ Í ,P3606,0,0,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
